year,stocklong,bbmsy,ffmsy,region ,FisheryType
1995,Pacific hake Pacific Coast,1.389952153,0.554054054,US West Coast,Gadids
1996,Pacific hake Pacific Coast,1.318181818,0.693693694,US West Coast,Gadids
1997,Pacific hake Pacific Coast,1.21291866,0.684684685,US West Coast,Gadids
1998,Pacific hake Pacific Coast,1.086124402,0.824324324,US West Coast,Gadids
1999,Pacific hake Pacific Coast,0.938995215,0.936936937,US West Coast,Gadids
2000,Pacific hake Pacific Coast,0.811004785,0.671171171,US West Coast,Gadids
2001,Pacific hake Pacific Coast,1.200956938,0.608108108,US West Coast,Gadids
2002,Pacific hake Pacific Coast,1.568181818,0.193693694,US West Coast,Gadids
2003,Pacific hake Pacific Coast,1.735645933,0.261261261,US West Coast,Gadids
2004,Pacific hake Pacific Coast,1.66507177,0.522522523,US West Coast,Gadids
2005,Pacific hake Pacific Coast,1.429425837,0.743243243,US West Coast,Gadids
2006,Pacific hake Pacific Coast,1.126794258,0.864864865,US West Coast,Gadids
2007,Pacific hake Pacific Coast,0.900717703,1,US West Coast,Gadids
2008,Pacific hake Pacific Coast,0.805023923,1.018018018,US West Coast,Gadids
2009,Pacific hake Pacific Coast,0.675837321,0.630630631,US West Coast,Gadids
2010,Pacific hake Pacific Coast,0.779904306,1.018018018,US West Coast,Gadids
2011,Pacific hake Pacific Coast,0.866028708,0.824324324,US West Coast,Gadids
2012,Pacific hake Pacific Coast,1.395933014,0.648648649,US West Coast,Gadids
2013,Pacific hake Pacific Coast,1.88277512,0.324324324,US West Coast,Gadids
2014,Pacific hake Pacific Coast,2.055023923,0.355855856,US West Coast,Gadids
2015,Pacific hake Pacific Coast,1.959330144,0.274774775,US West Coast,Gadids
2016,Pacific hake Pacific Coast,2.383971292,0.626126126,US West Coast,Gadids
2017,Pacific hake Pacific Coast,2.546650718,NA,US West Coast,Gadids
1980,Pacific ocean perch Pacific Coast,0.635482989,3.59,US West Coast,Rockfish
1981,Pacific ocean perch Pacific Coast,0.594781454,2.5,US West Coast,Rockfish
1982,Pacific ocean perch Pacific Coast,0.571227686,2.045,US West Coast,Rockfish
1983,Pacific ocean perch Pacific Coast,0.557868833,3.15,US West Coast,Rockfish
1984,Pacific ocean perch Pacific Coast,0.534783798,3.295,US West Coast,Rockfish
1985,Pacific ocean perch Pacific Coast,0.511347213,3.11,US West Coast,Rockfish
1986,Pacific ocean perch Pacific Coast,0.492012031,3.125,US West Coast,Rockfish
1987,Pacific ocean perch Pacific Coast,0.473575251,2.525,US West Coast,Rockfish
1988,Pacific ocean perch Pacific Coast,0.463067849,3.22,US West Coast,Rockfish
1989,Pacific ocean perch Pacific Coast,0.44627163,3.465,US West Coast,Rockfish
1990,Pacific ocean perch Pacific Coast,0.42861607,2.73,US West Coast,Rockfish
1991,Pacific ocean perch Pacific Coast,0.41818679,3.64,US West Coast,Rockfish
1992,Pacific ocean perch Pacific Coast,0.400492168,3.67,US West Coast,Rockfish
1993,Pacific ocean perch Pacific Coast,0.383852193,3.425,US West Coast,Rockfish
1994,Pacific ocean perch Pacific Coast,0.371079255,2.915,US West Coast,Rockfish
1995,Pacific ocean perch Pacific Coast,0.363384243,2.575,US West Coast,Rockfish
1996,Pacific ocean perch Pacific Coast,0.360806219,2.425,US West Coast,Rockfish
1997,Pacific ocean perch Pacific Coast,0.359439084,1.99,US West Coast,Rockfish
1998,Pacific ocean perch Pacific Coast,0.359712511,1.975,US West Coast,Rockfish
1999,Pacific ocean perch Pacific Coast,0.358111011,1.59,US West Coast,Rockfish
2000,Pacific ocean perch Pacific Coast,0.358501621,0.42,US West Coast,Rockfish
2001,Pacific ocean perch Pacific Coast,0.367368462,0.81,US West Coast,Rockfish
2002,Pacific ocean perch Pacific Coast,0.373774462,0.445,US West Coast,Rockfish
2003,Pacific ocean perch Pacific Coast,0.382602242,0.38,US West Coast,Rockfish
2004,Pacific ocean perch Pacific Coast,0.393422132,0.335,US West Coast,Rockfish
2005,Pacific ocean perch Pacific Coast,0.407718448,0.17,US West Coast,Rockfish
2006,Pacific ocean perch Pacific Coast,0.427366119,0.185,US West Coast,Rockfish
2007,Pacific ocean perch Pacific Coast,0.449552752,0.33,US West Coast,Rockfish
2008,Pacific ocean perch Pacific Coast,0.468145776,0.28,US West Coast,Rockfish
2009,Pacific ocean perch Pacific Coast,0.48115308,0.415,US West Coast,Rockfish
2010,Pacific ocean perch Pacific Coast,0.486309129,0.29,US West Coast,Rockfish
2011,Pacific ocean perch Pacific Coast,0.486309129,0.29,US West Coast,Rockfish
2012,Pacific ocean perch Pacific Coast,0.486309129,0.29,US West Coast,Rockfish
2013,Pacific ocean perch Pacific Coast,0.486309129,0.29,US West Coast,Rockfish
2014,Pacific ocean perch Pacific Coast,0.486309129,0.29,US West Coast,Rockfish
2015,Pacific ocean perch Pacific Coast,0.486309129,0.29,US West Coast,Rockfish
2016,Pacific ocean perch Pacific Coast,0.486309129,0.29,US West Coast,Rockfish
2017,Pacific ocean perch Pacific Coast,0.486309129,NA,US West Coast,Rockfish
1980,Petrale sole Pacific Coast,0.478671287,1.523809524,US West Coast,Flatfish
1981,Petrale sole Pacific Coast,0.443063687,1.523809524,US West Coast,Flatfish
1982,Petrale sole Pacific Coast,0.423945513,1.666666667,US West Coast,Flatfish
1983,Petrale sole Pacific Coast,0.396104672,1.619047619,US West Coast,Flatfish
1984,Petrale sole Pacific Coast,0.376389055,1.333333333,US West Coast,Flatfish
1985,Petrale sole Pacific Coast,0.380929621,1.333333333,US West Coast,Flatfish
1986,Petrale sole Pacific Coast,0.384514279,1.523809524,US West Coast,Flatfish
1987,Petrale sole Pacific Coast,0.364559685,1.761904762,US West Coast,Flatfish
1988,Petrale sole Pacific Coast,0.318915044,1.761904762,US West Coast,Flatfish
1989,Petrale sole Pacific Coast,0.296809655,1.904761905,US West Coast,Flatfish
1990,Petrale sole Pacific Coast,0.279961764,1.857142857,US West Coast,Flatfish
1991,Petrale sole Pacific Coast,0.26168001,2.142857143,US West Coast,Flatfish
1992,Petrale sole Pacific Coast,0.215437926,1.904761905,US West Coast,Flatfish
1993,Petrale sole Pacific Coast,0.199187478,1.571428571,US West Coast,Flatfish
1994,Petrale sole Pacific Coast,0.217110766,1.333333333,US West Coast,Flatfish
1995,Petrale sole Pacific Coast,0.272553471,1.380952381,US West Coast,Flatfish
1996,Petrale sole Pacific Coast,0.322021747,1.476190476,US West Coast,Flatfish
1997,Petrale sole Pacific Coast,0.333970606,1.523809524,US West Coast,Flatfish
1998,Petrale sole Pacific Coast,0.319751464,1.333333333,US West Coast,Flatfish
1999,Petrale sole Pacific Coast,0.329907994,1.19047619,US West Coast,Flatfish
2000,Petrale sole Pacific Coast,0.355000597,1.380952381,US West Coast,Flatfish
2001,Petrale sole Pacific Coast,0.360138607,1.285714286,US West Coast,Flatfish
2002,Petrale sole Pacific Coast,0.365396105,1.238095238,US West Coast,Flatfish
2003,Petrale sole Pacific Coast,0.397060581,1,US West Coast,Flatfish
2004,Petrale sole Pacific Coast,0.473413789,1.19047619,US West Coast,Flatfish
2005,Petrale sole Pacific Coast,0.519775361,1.523809524,US West Coast,Flatfish
2006,Petrale sole Pacific Coast,0.493368383,1.238095238,US West Coast,Flatfish
2007,Petrale sole Pacific Coast,0.483928785,1.380952381,US West Coast,Flatfish
2008,Petrale sole Pacific Coast,0.447365277,1.333333333,US West Coast,Flatfish
2009,Petrale sole Pacific Coast,0.423706536,1.333333333,US West Coast,Flatfish
2010,Petrale sole Pacific Coast,0.404827339,0.476190476,US West Coast,Flatfish
2011,Petrale sole Pacific Coast,0.514517864,0.285714286,US West Coast,Flatfish
2012,Petrale sole Pacific Coast,0.696140519,0.380952381,US West Coast,Flatfish
2013,Petrale sole Pacific Coast,0.921376509,0.523809524,US West Coast,Flatfish
2014,Petrale sole Pacific Coast,1.111243876,0.619047619,US West Coast,Flatfish
2015,Petrale sole Pacific Coast,1.229537579,0.761904762,US West Coast,Flatfish
2016,Petrale sole Pacific Coast,1.229537579,0.761904762,US West Coast,Flatfish
2017,Petrale sole Pacific Coast,1.229537579,NA,US West Coast,Flatfish
1980,Sablefish Pacific Coast,2.030672708,0.667532468,US West Coast,Other Marine
1981,Sablefish Pacific Coast,1.998688775,0.867532468,US West Coast,Other Marine
1982,Sablefish Pacific Coast,1.972397882,1.52987013,US West Coast,Other Marine
1983,Sablefish Pacific Coast,1.893508606,1.197402597,US West Coast,Other Marine
1984,Sablefish Pacific Coast,1.845341831,1.171428571,US West Coast,Other Marine
1985,Sablefish Pacific Coast,1.792195721,1.18961039,US West Coast,Other Marine
1986,Sablefish Pacific Coast,1.710667397,1.166233766,US West Coast,Other Marine
1987,Sablefish Pacific Coast,1.630964829,1.202597403,US West Coast,Other Marine
1988,Sablefish Pacific Coast,1.574017826,1.05974026,US West Coast,Other Marine
1989,Sablefish Pacific Coast,1.542896978,1.012987013,US West Coast,Other Marine
1990,Sablefish Pacific Coast,1.516207738,0.896103896,US West Coast,Other Marine
1991,Sablefish Pacific Coast,1.493784129,0.955844156,US West Coast,Other Marine
1992,Sablefish Pacific Coast,1.473833591,0.963636364,US West Coast,Other Marine
1993,Sablefish Pacific Coast,1.470995369,0.836363636,US West Coast,Other Marine
1994,Sablefish Pacific Coast,1.461335458,0.753246753,US West Coast,Other Marine
1995,Sablefish Pacific Coast,1.439974107,0.81038961,US West Coast,Other Marine
1996,Sablefish Pacific Coast,1.396537702,0.893506494,US West Coast,Other Marine
1997,Sablefish Pacific Coast,1.347872994,0.898701299,US West Coast,Other Marine
1998,Sablefish Pacific Coast,1.315225149,0.503896104,US West Coast,Other Marine
1999,Sablefish Pacific Coast,1.29062723,0.750649351,US West Coast,Other Marine
2000,Sablefish Pacific Coast,1.237713489,0.771428571,US West Coast,Other Marine
2001,Sablefish Pacific Coast,1.17953825,0.750649351,US West Coast,Other Marine
2002,Sablefish Pacific Coast,1.168915667,0.519480519,US West Coast,Other Marine
2003,Sablefish Pacific Coast,1.199090441,0.657142857,US West Coast,Other Marine
2004,Sablefish Pacific Coast,1.231422928,0.67012987,US West Coast,Other Marine
2005,Sablefish Pacific Coast,1.248153496,0.709090909,US West Coast,Other Marine
2006,Sablefish Pacific Coast,1.236286079,0.724675325,US West Coast,Other Marine
2007,Sablefish Pacific Coast,1.205148633,0.641558442,US West Coast,Other Marine
2008,Sablefish Pacific Coast,1.157546183,0.750649351,US West Coast,Other Marine
2009,Sablefish Pacific Coast,1.090441335,1.01038961,US West Coast,Other Marine
2010,Sablefish Pacific Coast,1.001842354,1.031168831,US West Coast,Other Marine
2011,Sablefish Pacific Coast,0.956646583,1.038961039,US West Coast,Other Marine
2012,Sablefish Pacific Coast,0.909558665,0.8,US West Coast,Other Marine
2013,Sablefish Pacific Coast,0.893641388,0.662337662,US West Coast,Other Marine
2014,Sablefish Pacific Coast,0.881757374,0.67012987,US West Coast,Other Marine
2015,Sablefish Pacific Coast,0.863101462,1.01038961,US West Coast,Other Marine
2016,Sablefish Pacific Coast,0.863101462,1.01038961,US West Coast,Other Marine
2017,Sablefish Pacific Coast,0.863101462,NA,US West Coast,Other Marine
1980,Shortspine thornyhead Pacific Coast,2.470160462,0.266666667,US West Coast,Rockfish
1981,Shortspine thornyhead Pacific Coast,2.455668854,0.4,US West Coast,Rockfish
1982,Shortspine thornyhead Pacific Coast,2.437224989,0.466666667,US West Coast,Rockfish
1983,Shortspine thornyhead Pacific Coast,2.416146286,0.666666667,US West Coast,Rockfish
1984,Shortspine thornyhead Pacific Coast,2.38716307,0.8,US West Coast,Rockfish
1985,Shortspine thornyhead Pacific Coast,2.351592759,0.866666667,US West Coast,Rockfish
1986,Shortspine thornyhead Pacific Coast,2.31470503,0.666666667,US West Coast,Rockfish
1987,Shortspine thornyhead Pacific Coast,2.285721814,0.6,US West Coast,Rockfish
1988,Shortspine thornyhead Pacific Coast,2.259373436,0.666666667,US West Coast,Rockfish
1989,Shortspine thornyhead Pacific Coast,2.229072801,1.2,US West Coast,Rockfish
1990,Shortspine thornyhead Pacific Coast,2.182963139,1.066666667,US West Coast,Rockfish
1991,Shortspine thornyhead Pacific Coast,2.142123152,0.933333333,US West Coast,Rockfish
1992,Shortspine thornyhead Pacific Coast,2.107870261,0.866666667,US West Coast,Rockfish
1993,Shortspine thornyhead Pacific Coast,2.074934788,1.066666667,US West Coast,Rockfish
1994,Shortspine thornyhead Pacific Coast,2.038047058,0.933333333,US West Coast,Rockfish
1995,Shortspine thornyhead Pacific Coast,2.005111585,0.533333333,US West Coast,Rockfish
1996,Shortspine thornyhead Pacific Coast,1.986667721,0.466666667,US West Coast,Rockfish
1997,Shortspine thornyhead Pacific Coast,1.970858694,0.4,US West Coast,Rockfish
1998,Shortspine thornyhead Pacific Coast,1.957684505,0.333333333,US West Coast,Rockfish
1999,Shortspine thornyhead Pacific Coast,1.945827734,0.266666667,US West Coast,Rockfish
2000,Shortspine thornyhead Pacific Coast,1.93924064,0.266666667,US West Coast,Rockfish
2001,Shortspine thornyhead Pacific Coast,1.932653545,0.133333333,US West Coast,Rockfish
2002,Shortspine thornyhead Pacific Coast,1.928701288,0.2,US West Coast,Rockfish
2003,Shortspine thornyhead Pacific Coast,1.923431613,0.266666667,US West Coast,Rockfish
2004,Shortspine thornyhead Pacific Coast,1.916844518,0.2,US West Coast,Rockfish
2005,Shortspine thornyhead Pacific Coast,1.910257424,0.2,US West Coast,Rockfish
2006,Shortspine thornyhead Pacific Coast,1.906305167,0.2,US West Coast,Rockfish
2007,Shortspine thornyhead Pacific Coast,1.901035491,0.266666667,US West Coast,Rockfish
2008,Shortspine thornyhead Pacific Coast,1.894448397,0.4,US West Coast,Rockfish
2009,Shortspine thornyhead Pacific Coast,1.885226464,0.466666667,US West Coast,Rockfish
2010,Shortspine thornyhead Pacific Coast,1.874687113,0.4,US West Coast,Rockfish
2011,Shortspine thornyhead Pacific Coast,1.865465181,0.266666667,US West Coast,Rockfish
2012,Shortspine thornyhead Pacific Coast,1.860195505,0.266666667,US West Coast,Rockfish
2013,Shortspine thornyhead Pacific Coast,1.860195505,0.266666667,US West Coast,Rockfish
2014,Shortspine thornyhead Pacific Coast,1.860195505,0.266666667,US West Coast,Rockfish
2015,Shortspine thornyhead Pacific Coast,1.860195505,0.266666667,US West Coast,Rockfish
2016,Shortspine thornyhead Pacific Coast,1.860195505,0.266666667,US West Coast,Rockfish
2017,Shortspine thornyhead Pacific Coast,1.860195505,NA,US West Coast,Rockfish
1980,Splitnose rockfish Pacific Coast,1.544057576,0.399371069,US West Coast,Rockfish
1981,Splitnose rockfish Pacific Coast,1.49854114,0.553459119,US West Coast,Rockfish
1982,Splitnose rockfish Pacific Coast,1.446411204,0.424528302,US West Coast,Rockfish
1983,Splitnose rockfish Pacific Coast,1.40225637,0.745283019,US West Coast,Rockfish
1984,Splitnose rockfish Pacific Coast,1.346430656,0.993710692,US West Coast,Rockfish
1985,Splitnose rockfish Pacific Coast,1.285158529,1.179245283,US West Coast,Rockfish
1986,Splitnose rockfish Pacific Coast,1.221941257,0.830188679,US West Coast,Rockfish
1987,Splitnose rockfish Pacific Coast,1.178564482,0.509433962,US West Coast,Rockfish
1988,Splitnose rockfish Pacific Coast,1.150943396,0.672955975,US West Coast,Rockfish
1989,Splitnose rockfish Pacific Coast,1.119821046,0.58490566,US West Coast,Rockfish
1990,Splitnose rockfish Pacific Coast,1.095312196,0.704402516,US West Coast,Rockfish
1991,Splitnose rockfish Pacific Coast,1.070219802,0.91509434,US West Coast,Rockfish
1992,Splitnose rockfish Pacific Coast,1.042015172,0.566037736,US West Coast,Rockfish
1993,Splitnose rockfish Pacific Coast,1.029760747,0.801886792,US West Coast,Rockfish
1994,Splitnose rockfish Pacific Coast,1.012059911,0.726415094,US West Coast,Rockfish
1995,Splitnose rockfish Pacific Coast,0.998443883,0.663522013,US West Coast,Rockfish
1996,Splitnose rockfish Pacific Coast,0.986967516,0.754716981,US West Coast,Rockfish
1997,Splitnose rockfish Pacific Coast,0.972573429,0.911949686,US West Coast,Rockfish
1998,Splitnose rockfish Pacific Coast,0.955650652,2.408805031,US West Coast,Rockfish
1999,Splitnose rockfish Pacific Coast,0.895156584,0.455974843,US West Coast,Rockfish
2000,Splitnose rockfish Pacific Coast,0.904687804,0.216981132,US West Coast,Rockfish
2001,Splitnose rockfish Pacific Coast,0.926473449,0.182389937,US West Coast,Rockfish
2002,Splitnose rockfish Pacific Coast,0.954872593,0.103773585,US West Coast,Rockfish
2003,Splitnose rockfish Pacific Coast,0.996887765,0.235849057,US West Coast,Rockfish
2004,Splitnose rockfish Pacific Coast,1.051157362,0.257861635,US West Coast,Rockfish
2005,Splitnose rockfish Pacific Coast,1.129546781,0.128930818,US West Coast,Rockfish
2006,Splitnose rockfish Pacific Coast,1.238085975,0.339622642,US West Coast,Rockfish
2007,Splitnose rockfish Pacific Coast,1.35615639,0.078616352,US West Coast,Rockfish
2008,Splitnose rockfish Pacific Coast,1.495817934,0.072327044,US West Coast,Rockfish
2009,Splitnose rockfish Pacific Coast,1.638980743,0.072327044,US West Coast,Rockfish
2010,Splitnose rockfish Pacific Coast,1.638980743,0.072327044,US West Coast,Rockfish
2011,Splitnose rockfish Pacific Coast,1.638980743,0.072327044,US West Coast,Rockfish
2012,Splitnose rockfish Pacific Coast,1.638980743,0.072327044,US West Coast,Rockfish
2013,Splitnose rockfish Pacific Coast,1.638980743,0.072327044,US West Coast,Rockfish
2014,Splitnose rockfish Pacific Coast,1.638980743,0.072327044,US West Coast,Rockfish
2015,Splitnose rockfish Pacific Coast,1.638980743,0.072327044,US West Coast,Rockfish
2016,Splitnose rockfish Pacific Coast,1.638980743,0.072327044,US West Coast,Rockfish
2017,Splitnose rockfish Pacific Coast,1.638980743,NA,US West Coast,Rockfish
1980,Starry flounder Northern Pacific Coast,0.584455959,1.159763314,US West Coast,Flatfish
1981,Starry flounder Northern Pacific Coast,0.576683938,1.112426036,US West Coast,Flatfish
1982,Starry flounder Northern Pacific Coast,0.588082902,0.816568047,US West Coast,Flatfish
1983,Starry flounder Northern Pacific Coast,0.649740933,0.431952663,US West Coast,Flatfish
1984,Starry flounder Northern Pacific Coast,0.762176166,0.218934911,US West Coast,Flatfish
1985,Starry flounder Northern Pacific Coast,0.898963731,0.828402367,US West Coast,Flatfish
1986,Starry flounder Northern Pacific Coast,0.911398964,0.26035503,US West Coast,Flatfish
1987,Starry flounder Northern Pacific Coast,1.014507772,0.076923077,US West Coast,Flatfish
1988,Starry flounder Northern Pacific Coast,2.270984456,0.100591716,US West Coast,Flatfish
1989,Starry flounder Northern Pacific Coast,3.666839378,0.159763314,US West Coast,Flatfish
1990,Starry flounder Northern Pacific Coast,4.486010363,0.118343195,US West Coast,Flatfish
1991,Starry flounder Northern Pacific Coast,4.634715026,0.319526627,US West Coast,Flatfish
1992,Starry flounder Northern Pacific Coast,4.161139896,0.076923077,US West Coast,Flatfish
1993,Starry flounder Northern Pacific Coast,3.632642487,0.088757396,US West Coast,Flatfish
1994,Starry flounder Northern Pacific Coast,3.034196891,0.071005917,US West Coast,Flatfish
1995,Starry flounder Northern Pacific Coast,2.499481865,0.059171598,US West Coast,Flatfish
1996,Starry flounder Northern Pacific Coast,2.067875648,0.035502959,US West Coast,Flatfish
1997,Starry flounder Northern Pacific Coast,1.824352332,0.041420118,US West Coast,Flatfish
1998,Starry flounder Northern Pacific Coast,2.09015544,0.041420118,US West Coast,Flatfish
1999,Starry flounder Northern Pacific Coast,2.311917098,0.017751479,US West Coast,Flatfish
2000,Starry flounder Northern Pacific Coast,2.257512953,0.029585799,US West Coast,Flatfish
2001,Starry flounder Northern Pacific Coast,2.069948187,0.01183432,US West Coast,Flatfish
2002,Starry flounder Northern Pacific Coast,1.798963731,0.029585799,US West Coast,Flatfish
2003,Starry flounder Northern Pacific Coast,1.489637306,0.035502959,US West Coast,Flatfish
2004,Starry flounder Northern Pacific Coast,1.239896373,0.124260355,US West Coast,Flatfish
2005,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2006,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2007,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2008,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2009,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2010,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2011,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2012,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2013,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2014,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2015,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2016,Starry flounder Northern Pacific Coast,1.098963731,0.124260355,US West Coast,Flatfish
2017,Starry flounder Northern Pacific Coast,1.098963731,NA,US West Coast,Flatfish
1980,Starry flounder Southern Pacific Coast,0.457173448,1.923076923,US West Coast,Flatfish
1981,Starry flounder Southern Pacific Coast,0.338329764,1.195266272,US West Coast,Flatfish
1982,Starry flounder Southern Pacific Coast,0.449678801,0.49704142,US West Coast,Flatfish
1983,Starry flounder Southern Pacific Coast,0.804068522,0.633136095,US West Coast,Flatfish
1984,Starry flounder Southern Pacific Coast,0.993576017,0.289940828,US West Coast,Flatfish
1985,Starry flounder Southern Pacific Coast,1.776231263,0.24852071,US West Coast,Flatfish
1986,Starry flounder Southern Pacific Coast,2.611349036,0.213017751,US West Coast,Flatfish
1987,Starry flounder Southern Pacific Coast,2.917558887,0.165680473,US West Coast,Flatfish
1988,Starry flounder Southern Pacific Coast,2.921841542,0.165680473,US West Coast,Flatfish
1989,Starry flounder Southern Pacific Coast,2.799785867,0.159763314,US West Coast,Flatfish
1990,Starry flounder Southern Pacific Coast,2.516059957,0.112426036,US West Coast,Flatfish
1991,Starry flounder Southern Pacific Coast,2.156316916,0.136094675,US West Coast,Flatfish
1992,Starry flounder Southern Pacific Coast,1.794432548,0.153846154,US West Coast,Flatfish
1993,Starry flounder Southern Pacific Coast,1.466809422,0.118343195,US West Coast,Flatfish
1994,Starry flounder Southern Pacific Coast,1.205567452,0.088757396,US West Coast,Flatfish
1995,Starry flounder Southern Pacific Coast,0.978586724,0.082840237,US West Coast,Flatfish
1996,Starry flounder Southern Pacific Coast,0.827623126,0.112426036,US West Coast,Flatfish
1997,Starry flounder Southern Pacific Coast,0.825481799,0.159763314,US West Coast,Flatfish
1998,Starry flounder Southern Pacific Coast,0.900428266,0.142011834,US West Coast,Flatfish
1999,Starry flounder Southern Pacific Coast,1.152034261,0.100591716,US West Coast,Flatfish
2000,Starry flounder Southern Pacific Coast,1.446466809,0.053254438,US West Coast,Flatfish
2001,Starry flounder Southern Pacific Coast,1.687366167,0.106508876,US West Coast,Flatfish
2002,Starry flounder Southern Pacific Coast,1.736616702,0.076923077,US West Coast,Flatfish
2003,Starry flounder Southern Pacific Coast,1.635974304,0.071005917,US West Coast,Flatfish
2004,Starry flounder Southern Pacific Coast,1.58993576,0.071005917,US West Coast,Flatfish
2005,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2006,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2007,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2008,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2009,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2010,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2011,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2012,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2013,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2014,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2015,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2016,Starry flounder Southern Pacific Coast,1.547109208,0.071005917,US West Coast,Flatfish
2017,Starry flounder Southern Pacific Coast,1.547109208,NA,US West Coast,Flatfish
1980,Widow rockfish Pacific Coast,2.293770596,1.508695652,US West Coast,Rockfish
1981,Widow rockfish Pacific Coast,1.941745509,2.24673913,US West Coast,Rockfish
1982,Widow rockfish Pacific Coast,1.538668013,2.523913043,US West Coast,Rockfish
1983,Widow rockfish Pacific Coast,1.213590943,1.392391304,US West Coast,Rockfish
1984,Widow rockfish Pacific Coast,1.146114596,1.40326087,US West Coast,Rockfish
1985,Widow rockfish Pacific Coast,1.133039226,1.202173913,US West Coast,Rockfish
1986,Widow rockfish Pacific Coast,1.152041033,1.235869565,US West Coast,Rockfish
1987,Widow rockfish Pacific Coast,1.171149144,1.686956522,US West Coast,Rockfish
1988,Widow rockfish Pacific Coast,1.134766663,1.427173913,US West Coast,Rockfish
1989,Widow rockfish Pacific Coast,1.110848304,1.759782609,US West Coast,Rockfish
1990,Widow rockfish Pacific Coast,1.035372595,1.80326087,US West Coast,Rockfish
1991,Widow rockfish Pacific Coast,0.956893802,1.243478261,US West Coast,Rockfish
1992,Widow rockfish Pacific Coast,0.933932178,1.233695652,US West Coast,Rockfish
1993,Widow rockfish Pacific Coast,0.910173275,1.684782609,US West Coast,Rockfish
1994,Widow rockfish Pacific Coast,0.849367492,1.39673913,US West Coast,Rockfish
1995,Widow rockfish Pacific Coast,0.824997342,1.406521739,US West Coast,Rockfish
1996,Widow rockfish Pacific Coast,0.804613586,1.297826087,US West Coast,Rockfish
1997,Widow rockfish Pacific Coast,0.805942383,1.392391304,US West Coast,Rockfish
1998,Widow rockfish Pacific Coast,0.799457851,1.060869565,US West Coast,Rockfish
1999,Widow rockfish Pacific Coast,0.806075263,0.976086957,US West Coast,Rockfish
2000,Widow rockfish Pacific Coast,0.804560434,0.813043478,US West Coast,Rockfish
2001,Widow rockfish Pacific Coast,0.803789731,0.406521739,US West Coast,Rockfish
2002,Widow rockfish Pacific Coast,0.823269905,0.081521739,US West Coast,Rockfish
2003,Widow rockfish Pacific Coast,0.86685447,0.007608696,US West Coast,Rockfish
2004,Widow rockfish Pacific Coast,0.924045923,0.014130435,US West Coast,Rockfish
2005,Widow rockfish Pacific Coast,0.985436377,0.02826087,US West Coast,Rockfish
2006,Widow rockfish Pacific Coast,1.040820665,0.029347826,US West Coast,Rockfish
2007,Widow rockfish Pacific Coast,1.084963325,0.032608696,US West Coast,Rockfish
2008,Widow rockfish Pacific Coast,1.117013926,0.034782609,US West Coast,Rockfish
2009,Widow rockfish Pacific Coast,1.14568938,0.022826087,US West Coast,Rockfish
2010,Widow rockfish Pacific Coast,1.176783247,0.02173913,US West Coast,Rockfish
2011,Widow rockfish Pacific Coast,1.217524184,0.025,US West Coast,Rockfish
2012,Widow rockfish Pacific Coast,1.273307112,0.02826087,US West Coast,Rockfish
2013,Widow rockfish Pacific Coast,1.361087488,0.045652174,US West Coast,Rockfish
2014,Widow rockfish Pacific Coast,1.479456787,0.061956522,US West Coast,Rockfish
2015,Widow rockfish Pacific Coast,1.610715425,0.061956522,US West Coast,Rockfish
2016,Widow rockfish Pacific Coast,1.610715425,0.061956522,US West Coast,Rockfish
2017,Widow rockfish Pacific Coast,1.610715425,NA,US West Coast,Rockfish
1980,Yelloweye rockfish Pacific Coast,1.547445255,2.9375,US West Coast,Rockfish
1981,Yelloweye rockfish Pacific Coast,1.486618005,4.1875,US West Coast,Rockfish
